id_alumno,Carrera/Titulo,plan_nombre,año_ingreso,egresado de,porcentaje_avance,cant_aprobadas,promedio_con_aplazo,promedio_sin_aplazo,cnt_materias,año_reinsc,cant_equiv,sexo,cant_hijos,situacion_padre,situacion_madre,tipo_vivienda,loc_per_lect,loc_origen,costeo_familiar,costeo_social,costeo_trabajo,costeo_beca,costeo_otro,trabajo_hace,trabajo_existe,trabajo_ocupacion,horas_sem,trabajo_carrera,trabajo_descripcion,mot_vocacion,mot_sugerencia_familiar,mot_reconocimiento_social,mot_insercion_laboral,mot_perfil_profesional,mot_mejora_economica,mot_util_sociedad,mot_otros_p
1644,Análisis de Sistemas,2010,2022,,"4,35",1,"8,00","8,00",23,2023,0,Masculino,Sin Dato,Sin Dato,V,Casa / Departamento propio,ORO VERDE,ORO VERDE,S,N,N,S,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1663,Licenciatura en Sistemas de Información,2010,2022,,"2,86",1,"8,00","8,00",35,2023,0,Masculino,Sin Dato,D,V,Sin Dato,LA PAZ,LA PAZ,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1356,Licenciatura en Sistemas de Información,2010,2019,,"0,00",0,"0,00","0,00",35,2023,0,Masculino,Sin Dato,V,V,Otros,COLONIA CRESPO,COLONIA CRESPO,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1649,Análisis de Sistemas,2010,2022,,"0,00",0,"0,00","0,00",23,2023,0,Masculino,Sin Dato,Sin Dato,Sin Dato,Sin Dato,PARANA,PARANA,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Desconoce,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1656,Análisis de Sistemas,2010,2022,,"0,00",0,"0,00","0,00",23,2023,0,Masculino,Sin Dato,V,V,Sin Dato,PARANA,PARANA,S,S,N,S,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1659,Análisis de Sistemas,2010,2022,,"0,00",0,"0,00","0,00",23,2023,0,Masculino,Sin Dato,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,S,N,N,N,N,N,N,N
514,Análisis de Sistemas,2010,2015,,"95,65",22,"7,17","7,36",23,2024,0,Masculino,Uno,V,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Hasta 10 horas,Sin relación,TECNICO EN COMPUTACION,N,N,N,N,N,N,N,N
179,Licenciatura en Sistemas de Información,2010,2013,,"94,29",33,"8,09","8,23",35,2024,0,Femenino,Uno,V,V,Sin Dato,PARANA,Sin Dato,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 20 y hasta 35 horas,Sin relación,atencion al publico,N,N,N,N,N,N,N,N
1154,Licenciatura en Sistemas de Información,2010,2018,,"68,57",24,"8,21","8,35",35,2024,6,Femenino,Uno,N,N,Sin Dato,ORO VERDE,ORO VERDE,N,N,S,N,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Más de 10 y hasta 20 horas,Total,LIC DE FONOAUDIÓLOGIA,N,N,N,N,N,N,N,N
187,Licenciatura en Sistemas de Información,2010,2013,,"68,57",24,"7,14","7,92",35,2024,0,Masculino,Uno,V,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Hasta 10 horas,Total,"TESTING DE SISTEMAS DESARROLLADOS POR LA EMPRESA - ATENCIÓN AL CLIENTE, BRINDANDO SOPORTE - DESARROLLO DE REPORTES EN JASPER SERVER - CREACIÓN DE CURSOS EN MOODLE PARA CLIENTES - MANEJO DE PORTALES - TÉCNICO",N,N,N,N,N,N,N,N
156,Análisis de Sistemas,2010,2013,,"65,22",15,"7,22","8,11",23,2024,3,Masculino,Uno,V,V,Sin Dato,ORO VERDE,ORO VERDE,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Sin relación,Administracion de Bases de Datoss,N,N,N,N,N,N,N,N
602,Licenciatura en Sistemas de Información,2010,2015,,"62,86",22,"7,80","8,36",35,2024,0,Masculino,Uno,V,V,Sin Dato,SAN BENITO,SAN BENITO,N,N,S,N,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Total,"ANÁLISIS, DISEÑO, DESARROLLO E IMPLEMENTACIÓN DE SISTEMAS DE INFORMACIÓN, CONSULTORÍA EN SISTEMAS, SOPORTE EN IMPLEMENTACIÓN DE SISTEMAS, ENTRE OTROS.",N,N,N,N,N,N,N,N
379,Licenciatura en Sistemas de Información,2010,2014,,"57,14",20,"5,27","7,32",35,2024,0,Masculino,Uno,V,N,Sin Dato,PARANA,Sin Dato,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",35 o más horas,Total,Ingeniero Civil,N,N,N,N,N,N,N,N
781,Análisis de Sistemas,2010,2017,,"47,83",11,"6,38","8,09",23,2024,0,Masculino,Uno,V,V,Sin Dato,PRESIDENTE AVELLANEDA,PARANA,N,N,S,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
617,Licenciatura en Sistemas de Información,2010,2015,,"42,86",15,"7,61","8,25",35,2024,0,Masculino,Uno,V,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",35 o más horas,Parcial,USO DEL PROGRAMA HOSPITALARIO,N,N,N,N,N,N,N,N
205,Licenciatura en Sistemas de Información,2010,2013,,"42,86",15,"8,13","8,13",35,2024,3,Masculino,Uno,V,V,Sin Dato,PARANA,Sin Dato,N,N,S,N,N,Pasante,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 20 y hasta 35 horas,Parcial,reparacion de pc,N,N,N,N,N,N,N,N
1832,Análisis de Sistemas,2010,2023,,"39,13",9,"8,22","8,22",23,2024,5,Femenino,Uno,V,V,Casa / Departamento propio,BOVRIL,BOVRIL,N,N,S,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
37,Licenciatura en Sistemas de Información,2010,2013,,"34,29",12,"5,15","7,31",35,2024,0,Masculino,Uno,V,V,Casa / Departamento alquilado,PARANA,PARACAO,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",35 o más horas,Parcial,Cocinero,N,N,N,N,N,N,N,N
1893,Análisis de Sistemas,2010,2023,,"30,43",7,"5,64","7,29",23,2024,0,Femenino,Uno,V,V,Casa / Departamento propio,SAN BENITO,SAN BENITO,N,N,S,N,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 10 y hasta 20 horas,Sin relación,EMPLEADA DOMESTICA,N,N,N,N,N,N,N,N
1728,Análisis de Sistemas,2010,2022,,"26,09",6,"6,88","8,33",23,2024,0,Masculino,Uno,V,V,Sin Dato,PARANA,PARANA,N,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1791,Licenciatura en Sistemas de Información,2010,2023,,"22,86",8,"8,25","8,25",35,2024,0,Masculino,Uno,V,V,Casa / Departamento alquilado,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Sin relación,MUSICO MILITAR Y DESEMPEÑO DE ACTIVIDADES DE SEGURIDAD Y DEFENSA,N,N,N,N,N,N,N,N
282,Análisis de Sistemas,2010,2014,,"21,74",5,"6,29","7,40",23,2024,0,Masculino,Uno,V,V,Sin Dato,PARANA,PARACAO,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Más de 20 y hasta 35 horas,Total,Desarrollador,N,N,N,N,N,N,N,N
1016,Análisis de Sistemas,2010,2018,,"21,74",5,"5,33","7,40",23,2024,0,Masculino,Uno,V,V,Sin Dato,PARANA,PARANA,S,N,S,N,N,Obrero o empleado (asalariado),No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1243,Licenciatura en Sistemas de Información,2010,2019,,"20,00",7,"7,00","7,86",35,2024,0,Masculino,Uno,N,N,Sin Dato,PARANA,PARANA,S,N,N,N,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 10 y hasta 20 horas,Parcial,Apoyo escolar,N,N,N,N,N,N,N,N
847,Análisis de Sistemas,2010,2017,,"13,40",3,"6,40","7,67",23,2024,0,Masculino,Uno,V,V,Sin Dato,GENERAL RAMIREZ,GENERAL RAMIREZ,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Sin relación,ENCARAGADO GENERAL EMPRESA DE CUEROS VACUNOS Y FLETES,N,N,N,N,N,N,N,N
1619,Análisis de Sistemas,2010,2022,,"13,40",3,"5,25","6,33",23,2024,0,Masculino,Uno,V,V,Casa / Departamento alquilado,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 10 y hasta 20 horas,Sin relación,ATENCIÓN AL PÚBLICO,N,N,N,N,N,S,N,N
1559,Licenciatura en Sistemas de Información,2010,2022,,"11,43",4,"4,57","6,75",35,2024,0,Femenino,Uno,V,V,Casa / Departamento propio,ORO VERDE,QUILMES,N,N,S,N,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",35 o más horas,Parcial,SERVICIOS BASADOS EN LA ECONOMÍA DEL CONOCIMIENTO,N,N,N,N,N,N,N,N
868,Análisis de Sistemas,2010,2017,,"8,70",2,"9,00","9,00",23,2024,0,Masculino,Uno,V,N,Casa / Departamento propio,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Total,Análisis De Sistemas Y Coordinación De Equipos De Desarrollo,S,N,N,S,S,S,N,N
1727,Análisis de Sistemas,2010,2022,,"8,70",2,"4,00","7,50",23,2024,0,Masculino,Uno,V,V,Casa / Departamento propio,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Sin relación,Sin Dato,N,N,N,N,N,N,N,N
1044,Análisis de Sistemas,2010,2018,,"8,70",2,"4,83","7,00",23,2024,0,Masculino,Uno,N,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1632,Licenciatura en Sistemas de Información,2010,2022,,"5,71",2,"8,00","8,00",35,2024,0,Femenino,Uno,N,V,Residencia Universitaria,ORO VERDE,ORO VERDE,N,N,S,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1239,Análisis de Sistemas,2010,2019,,"4,35",1,"7,00","7,00",23,2024,0,Masculino,Uno,V,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Parcial,Policía,N,N,N,N,N,N,N,N
960,Licenciatura en Sistemas de Información,2010,2018,,"0,00",0,"0,00","0,00",35,2024,0,Masculino,Uno,V,V,Sin Dato,ORO VERDE,ORO VERDE,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1853,Análisis de Sistemas,2010,2023,,"0,00",0,"0,00","0,00",23,2024,0,Masculino,Uno,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Hasta 10 horas,Parcial,TRABAJO DE MOZO,N,N,N,N,N,N,N,N
212,Licenciatura en Sistemas de Información,2010,2013,,"60,00",21,"6,09","8,00",35,2023,0,Masculino,Uno,V,N,Casa / Departamento alquilado,PARANA,PARANA,S,N,N,N,N,Pasante,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 10 y hasta 20 horas,Total,Digitalización De Expedientes,N,N,N,N,N,S,N,N
1376,Análisis de Sistemas,2010,2021,,"30,43",7,"4,87","7,71",23,2023,0,Masculino,Uno,D,V,Casa / Departamento alquilado,PARANA,PARANA,N,N,S,N,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Más de 20 y hasta 35 horas,Sin relación,SERVICIO TECNICO DE CELULARES,N,N,N,N,N,N,N,N
36,Licenciatura en Sistemas de Información,2010,2013,,"8,57",3,"6,00","7,00",35,2023,0,Femenino,Uno,N,V,Casa / Departamento alquilado,PARANA,AVENIDA EJERCITO PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
796,Licenciatura en Sistemas de Información,2010,2017,,"8,57",3,"7,00","7,00",35,2023,0,Masculino,Uno,V,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Parcial,Ref Tecnico,N,N,N,N,N,N,N,N
1197,Licenciatura en Sistemas de Información,2010,2019,,"5,71",2,"3,85","7,50",35,2023,0,Femenino,Uno,V,V,Sin Dato,SAN BENITO,SAN BENITO,N,N,N,S,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,S,N,N,N,N,N,N,N
1144,Análisis de Sistemas,2010,2018,,"0,00",0,"0,00","0,00",23,2023,0,Masculino,Uno,V,V,Casa / Departamento alquilado,PARANA,PARANA,S,N,S,N,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",35 o más horas,Sin relación,Cadete,N,N,N,N,N,S,N,N
841,Análisis de Sistemas,2010,2017,,"26,09",6,"6,00","6,83",23,2022,0,Masculino,Uno,V,V,Sin Dato,DIAMANTE,DIAMANTE,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Más de 20 y hasta 35 horas,Total,"Técnico reparador de pc, administrador de redes, programador.",N,N,N,N,N,N,N,N
542,Análisis de Sistemas,2010,2015,,"26,09",6,"7,29","8,17",23,2022,1,Masculino,Uno,V,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",35 o más horas,Parcial,SE DESCONOCE,N,N,N,N,N,N,N,N
1118,Análisis de Sistemas,2010,2018,,"17,39",4,"7,50","7,5",23,2022,0,Masculino,Uno,V,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Parcial,MANTENIMIENTO DE VEHÍCULOS A PROPULSIÓN,N,N,N,N,N,N,N,N
1236,Análisis de Sistemas,2010,2019,,"13,40",3,"8,33","8,33",23,2022,0,Masculino,Uno,V,V,Sin Dato,SAN BENITO,SAN BENITO,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Más de 20 y hasta 35 horas,Parcial,mantenimiento en general y reparacion de pc,N,N,N,N,N,N,N,N
226,Análisis de Sistemas,2010,2013,,"4,58",3,"4,71","6,67",23,2022,0,Femenino,Uno,N,V,Otros,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)",Desconoce,35 o más horas,Sin relación,"Fiambrera, Atención Al Cliente Y Reposición De Mercaderías",N,N,N,N,N,S,N,S
829,Análisis de Sistemas,2010,2017,,"4,35",1,"10,00",10.000,23,2022,0,Femenino,Uno,V,V,Casa / Departamento propio,RAMIREZ,RAMIREZ,N,N,S,N,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Total,"Desarrollo De Software, Análisis Funcional",S,S,N,N,N,N,N,N
1283,Licenciatura en Sistemas de Información,2010,2019,,"2,86",1,"6,00","6,00",35,2022,0,Masculino,Uno,N,V,Casa / Departamento alquilado,PARANA,Sin Dato,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Más de 20 y hasta 35 horas,Total,Analista Programador,S,N,N,S,N,S,N,N
1310,Análisis de Sistemas,2010,2019,,"0,00",0,"0,00","0,00",23,2022,0,Femenino,Uno,V,V,Casa / Departamento alquilado,ORO VERDE,ORO VERDE,N,N,N,S,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
540,Análisis de Sistemas,2010,2015,,"0,00",0,"0,00","0,00",23,2022,0,Masculino,Uno,V,V,Sin Dato,PARANA,PARANA,S,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Sin Dato,Sin relación,Cajero,N,N,N,N,N,N,N,N
114,Análisis de Sistemas,2010,2013,,"17,39",4,"5,83","7,25",23,2021,0,Femenino,Uno,D,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Parcial,administrativo,N,N,N,N,N,N,N,N
182,Licenciatura en Sistemas de Información,2010,2013,,"14,29",5,"5,78","7,40",35,2021,0,Masculino,Uno,V,V,Sin Dato,PARANA,Sin Dato,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 20 y hasta 35 horas,Sin relación,empleado,N,N,N,N,N,N,N,N
1221,Licenciatura en Sistemas de Información,2010,2019,,"5,71",2,"7,50","7,50",35,2021,0,Masculino,Uno,V,V,Casa / Departamento propio,SAN BENITO,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Parcial,Servicios Informaticos,N,N,N,N,N,N,N,N
1218,Licenciatura en Sistemas de Información,2010,2019,,"2,86",1,"8,00","8,00",35,2021,0,Masculino,Uno,V,V,Sin Dato,ORO VERDE,ORO VERDE,N,N,N,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Sin relación,operador de seguimiento satelital de unidades del grupo Ersa Urbano,N,N,N,N,N,N,N,N
587,Licenciatura en Sistemas de Información,2010,2015,,"2,86",1,"9,00","9,00",35,2021,0,Masculino,Uno,V,V,Casa / Departamento propio,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 20 y hasta 35 horas,Parcial,Funcionario del Estado,N,N,N,N,N,N,N,N
1182,Licenciatura en Sistemas de Información,2010,2018,,"2,86",1,"8,00","8,00",35,2021,0,Masculino,Uno,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 20 y hasta 35 horas,Sin relación,AYUDANTE,N,N,N,N,N,N,N,N
1260,Licenciatura en Sistemas de Información,2010,2019,,"2,86",1,"8,00","8,00",35,2021,0,Masculino,Uno,V,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Más de 20 y hasta 35 horas,Parcial,Administrativo,N,N,N,N,N,N,N,N
860,Análisis de Sistemas,2010,2017,,"0,00",0,"0,00","0,00",23,2021,0,Masculino,Uno,V,V,Sin Dato,PARANA,PARANA,N,N,N,S,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Hasta 10 horas,Total,Atención al publico,N,N,N,N,N,N,N,N
1106,Análisis de Sistemas,2010,2018,,"0,00",0,"0,00","0,00",23,2021,0,Femenino,Uno,V,V,Casa / Departamento propio,SAN BENITO,SAN BENITO,S,N,N,S,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,S,S,N,N
196,Licenciatura en Sistemas de Información,2010,2013,,"14,29",5,"4,20","6,60",35,2020,0,Masculino,Uno,V,V,Sin Dato,SAN BENITO,SAN BENITO,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Más de 20 y hasta 35 horas,Parcial,ENCARGADO DE SOPORTE TECNICO,N,N,N,N,N,N,N,N
462,Análisis de Sistemas,2010,2015,,"8,70",2,"7,00","8,50",23,2020,0,Masculino,Uno,V,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Total,diseño web,N,N,N,N,N,N,N,N
